itinerary_id,trip_id,name,version,is_active,generated_by,total_cost,currency,total_duration_minutes,total_carbon_kg,optimizer_weights,status,created_at,updated_at,day_number,activity_title,description,time_slot
itn_25cfba59,trp_0f181044,Pondicherry plan v1,1,0,agent,4677.75,QAR,1140,10.1,,active,2026-04-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pondicherry Ayurvedic Herbal Therapy & Botanical Walk,In Pondicherry: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_d126c029,trp_0f181044,Pondicherry plan v2,2,1,optimizer,5177.75,QAR,1080,8.9,,active,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pondicherry Tranquil Waterfront Sunset & Sound Bath,In Pondicherry: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_a1438ee4,trp_90f6480d,Thiruvananthapuram plan v1,1,1,optimizer,12100.00,INR,1350,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Thiruvananthapuram Self-Guided Architectural Walking Trail,"In Thiruvananthapuram: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_4840ded7,trp_be2b6219,Kandy plan v1,1,1,ai_planner,55202.50,LKR,600,8.9,,active,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Old Town Heritage Bazaar & Artisan Lane,"In Kandy: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_730fa631,trp_1ceb9811,Ahmedabad plan v1,1,1,agent,17000.00,INR,1395,12.5,,active,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Ahmedabad Lakeside Promenade Sunset & Classical Sitar,"In Ahmedabad: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_5dbdf217,trp_856b6452,Shillong plan v1,1,1,agent,19950.00,NPR,765,11.3,,active,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Shillong Botanical Gardens & Heritage Tea Stroll,In Shillong: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_0393c9b5,trp_32bc8fa5,Nainital plan v1,1,0,user,39500.00,NPR,1050,13.7,,active,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Nainital Fine Dining Luncheon & Vintage High Tea,In Nainital: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_f18892fe,trp_32bc8fa5,Nainital plan v2,2,0,optimizer,29850.00,NPR,1455,13.7,,active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Nainital Exclusive Sunset Cruise & Chef's Degustation,In Nainital: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_4dc58042,trp_32bc8fa5,Nainital plan v3,3,1,optimizer,28900.00,NPR,1575,13.7,,active,2026-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Nainital Private Chauffeur Landmark & Palace Tour,In Nainital: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_63c8e6cb,trp_0e4ac002,Hampi plan v1,1,1,user,21500.00,INR,1245,13.7,,active,2026-04-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Hampi Artisan Pottery Workshop & Museum Visit,In Hampi: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_8d33954d,trp_d6cd4f40,Male plan v1,1,0,ai_planner,21137.75,INR,1770,12.5,,active,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Male Tranquil Waterfront Sunset & Sound Bath,In Male: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_7af3b382,trp_d6cd4f40,Male plan v2,2,0,user,21794.50,INR,1380,12.5,,active,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Male Dawn Meditation & Pranayama in Garden Pavilions,In Male: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_d754ba6c,trp_d6cd4f40,Male plan v3,3,1,ai_planner,20407.00,INR,1215,11.3,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Male Ayurvedic Herbal Therapy & Botanical Walk,In Male: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_1b3b3a2a,trp_d5063ed0,Darjeeling plan v1,1,1,user,12082.00,AED,1485,11.3,,active,2026-05-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Darjeeling Exclusive Sunset Cruise & Chef's Degustation,In Darjeeling: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_675c78de,trp_1dd09ed0,Puri plan v1,1,0,optimizer,15850.00,INR,1530,12.5,,active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Puri Botanical Gardens & Heritage Tea Stroll,In Puri: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_2d5103f3,trp_1dd09ed0,Puri plan v2,2,1,user,15750.00,INR,1140,12.5,,active,2026-05-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Puri Artisan Pottery Workshop & Museum Visit,In Puri: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_96058ffe,trp_ed8dc5fe,Udaipur plan v1,1,0,ai_planner,25500.00,INR,900,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Ambrai Ghat Waterfront Dining,Dine under palace floodlights with candlelit tables overlooking the illuminated lake.,evening
itn_2b6b1ed7,trp_ed8dc5fe,Udaipur plan v2,2,1,ai_planner,5400.00,INR,1215,13.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Monsoon Palace (Sajjangarh) Peak Trek,Panoramic hilltop fortress offering breathtaking sunset views of Udaipur's lakes.,morning
itn_af4b0b68,trp_20b372f1,Ahmedabad plan v1,1,1,optimizer,19950.00,INR,975,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Ahmedabad Public Park Relaxation & City Museum,In Ahmedabad: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_037189d9,trp_1002157a,Nainital plan v1,1,1,user,8000.00,INR,435,5.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Nainital Lakeside Promenade Sunset & Classical Sitar,"In Nainital: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_9cfc00c5,trp_aa8d192e,Varanasi plan v1,1,1,ai_planner,19250.00,INR,1185,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Subah-e-Banaras Dawn Boat Ride,Glide between Assi Ghat and Dashashwamedh witnessing morning Vedic chants and sacred rituals.,morning
itn_d193d75c,trp_b355e443,Nainital plan v1,1,1,optimizer,22800.00,INR,1020,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Nainital Ayurvedic Herbal Therapy & Botanical Walk,In Nainital: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_48806145,trp_d128a566,Panaji plan v1,1,0,user,11000.00,INR,375,6.5,,active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Panaji Exclusive Sunset Cruise & Chef's Degustation,In Panaji: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_5fb92562,trp_d128a566,Panaji plan v2,2,1,optimizer,10800.00,INR,660,10.1,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Panaji Private Chauffeur Landmark & Palace Tour,In Panaji: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_28120488,trp_e72a3a42,Pondicherry plan v1,1,1,agent,16650.00,INR,1035,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Artisan Pottery Workshop & Museum Visit,In Pondicherry: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_609b6588,trp_11c3f9e5,Gokarna plan v1,1,1,user,19700.00,LKR,690,6.5,,active,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Gokarna Campfire Astronomy & Stargazing Session,In Gokarna: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_7138369b,trp_44abe323,Aurangabad plan v1,1,1,user,12400.00,INR,1500,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Aurangabad Historic Citadel & Royal Palace Morning Tour,"In Aurangabad: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_57de7c0a,trp_9af6e7d4,Pondicherry plan v1,1,0,agent,17150.00,INR,1485,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pondicherry Ayurvedic Herbal Therapy & Botanical Walk,In Pondicherry: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_448e6d0c,trp_9af6e7d4,Pondicherry plan v2,2,0,ai_planner,5900.00,INR,1425,12.0,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pondicherry Tranquil Waterfront Sunset & Sound Bath,In Pondicherry: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_11b59764,trp_9af6e7d4,Pondicherry plan v3,3,1,optimizer,15400.00,INR,1395,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pondicherry Dawn Meditation & Pranayama in Garden Pavilions,In Pondicherry: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_6acfd412,trp_90548bc9,Pokhara plan v1,1,0,agent,74130.00,LKR,1695,12.5,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pokhara Old Town Heritage Bazaar & Artisan Lane,"In Pokhara: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_ce5e165c,trp_90548bc9,Pokhara plan v2,2,0,optimizer,58130.00,LKR,1050,11.3,,active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pokhara Traditional Folk Performance & Heritage Feast,In Pokhara: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_d44baf61,trp_90548bc9,Pokhara plan v3,3,1,agent,61650.00,LKR,1230,11.3,,active,2026-05-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pokhara Historic Citadel & Royal Palace Morning Tour,"In Pokhara: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_78af7140,trp_3e0e98ed,Ooty plan v1,1,1,ai_planner,7800.00,INR,420,6.5,,active,2026-05-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Ooty Old Town Heritage Bazaar & Artisan Lane,"In Ooty: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_02acc32c,trp_706fdf80,Panaji plan v1,1,0,ai_planner,1530.50,SGD,390,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Panaji Exclusive Sunset Cruise & Chef's Degustation,In Panaji: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_31c10761,trp_706fdf80,Panaji plan v2,2,0,agent,3180.50,SGD,435,5.3,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Panaji Private Chauffeur Landmark & Palace Tour,In Panaji: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_3ba58320,trp_706fdf80,Panaji plan v3,3,1,agent,980.50,SGD,585,6.5,,active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Panaji Fine Dining Luncheon & Vintage High Tea,In Panaji: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_82ff8a76,trp_aa766de3,Doha plan v1,1,1,agent,2925168.25,IDR,1455,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Doha Traditional Folk Performance & Heritage Feast,In Doha: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_817cce09,trp_3e798eae,Kandy plan v1,1,0,agent,27425.00,INR,1065,13.7,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Self-Guided Architectural Walking Trail,"In Kandy: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_07b1bb3d,trp_3e798eae,Kandy plan v2,2,0,optimizer,22632.50,INR,780,11.3,,active,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Public Park Relaxation & City Museum,In Kandy: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_b20e386e,trp_3e798eae,Kandy plan v3,3,1,ai_planner,25117.50,INR,930,13.7,,active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Bustling Night Bazaar & Budget Food Street,In Kandy: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_f1578ba1,trp_c7b6e5c7,Tirupati plan v1,1,0,ai_planner,7641.50,SGD,1260,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Tirupati Historic Citadel & Royal Palace Morning Tour,"In Tirupati: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_af1498bf,trp_c7b6e5c7,Tirupati plan v2,2,0,optimizer,6550.00,SGD,1050,10.8,,active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Tirupati Old Town Heritage Bazaar & Artisan Lane,"In Tirupati: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_451721c1,trp_c7b6e5c7,Tirupati plan v3,3,1,ai_planner,10341.50,SGD,1470,13.7,,active,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Tirupati Traditional Folk Performance & Heritage Feast,In Tirupati: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_f61dc9f3,trp_7afc863d,Colombo plan v1,1,1,optimizer,35975.00,INR,960,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Colombo Dawn Meditation & Pranayama in Garden Pavilions,In Colombo: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_97ea66e2,trp_fc58b9bd,Jaisalmer plan v1,1,1,agent,6750.00,INR,495,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Jaisalmer Old Town Heritage Bazaar & Artisan Lane,"In Jaisalmer: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_1530916c,trp_e6cd4e0f,Amritsar plan v1,1,1,user,18750.00,INR,945,13.7,,active,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Amritsar Traditional Folk Performance & Heritage Feast,In Amritsar: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_e9efc89b,trp_ec5e83d5,Udaipur plan v1,1,1,agent,21600.00,BTN,870,10.1,,active,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Lake Pichola Morning Boat Cruise,Tranquil waters reflecting Jag Mandir and the Aravalli hills in soft golden morning sunlight.,morning
itn_2b59ee3d,trp_5843566d,Gangtok plan v1,1,1,optimizer,7400.00,INR,900,6.5,,active,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gangtok Artisan Pottery Workshop & Museum Visit,In Gangtok: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_0e287aa6,trp_79899032,Kandy plan v1,1,1,optimizer,18002.50,INR,900,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Traditional Folk Performance & Heritage Feast,In Kandy: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_05993cf3,trp_e5d6ad9d,Jaisalmer plan v1,1,1,agent,22400.00,INR,1455,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jaisalmer Dawn Meditation & Pranayama in Garden Pavilions,In Jaisalmer: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_a46eb41a,trp_c6e23791,Panaji plan v1,1,0,ai_planner,9800.00,INR,855,13.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Panaji Fine Dining Luncheon & Vintage High Tea,In Panaji: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_6b3abc32,trp_c6e23791,Panaji plan v2,2,1,agent,21200.00,INR,975,12.5,,active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Panaji Exclusive Sunset Cruise & Chef's Degustation,In Panaji: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_9e2fadf1,trp_6b90fe6a,Srinagar plan v1,1,1,agent,1721.75,AED,1305,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Srinagar Private Chauffeur Landmark & Palace Tour,In Srinagar: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_5e0a7d1f,trp_4567900f,Dubai plan v1,1,1,ai_planner,15458.64,INR,1290,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-18T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Dubai Fine Dining Luncheon & Vintage High Tea,In Dubai: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_c91cc237,trp_ce030396,Amritsar plan v1,1,1,ai_planner,30450.00,INR,1335,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Amritsar Traditional Folk Performance & Heritage Feast,In Amritsar: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_0abc1d15,trp_ae6b4527,Rishikesh plan v1,1,0,agent,3100.00,INR,840,7.2,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Rishikesh Self-Guided Architectural Walking Trail,"In Rishikesh: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_868397b9,trp_ae6b4527,Rishikesh plan v2,2,0,user,10100.00,INR,990,7.7,,active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Rishikesh Public Park Relaxation & City Museum,In Rishikesh: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_fa32a085,trp_ae6b4527,Rishikesh plan v3,3,1,agent,9850.00,INR,945,10.1,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Rishikesh Bustling Night Bazaar & Budget Food Street,In Rishikesh: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_38695435,trp_4158f34b,Shimla plan v1,1,1,ai_planner,5550.00,INR,765,6.5,,active,2026-06-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Shimla Self-Guided Architectural Walking Trail,"In Shimla: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_060c4dd3,trp_0ab1cb2b,Aurangabad plan v1,1,1,ai_planner,14100.00,INR,1500,12.5,,active,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Aurangabad Ayurvedic Herbal Therapy & Botanical Walk,In Aurangabad: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_0d28baa5,trp_de13fbb8,Munnar plan v1,1,1,optimizer,6250.00,INR,480,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Munnar Traditional Folk Performance & Heritage Feast,In Munnar: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_07c3bf53,trp_6d961db4,Thanjavur plan v1,1,1,user,10350.00,INR,540,10.1,,active,2026-05-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Thanjavur Dawn Meditation & Pranayama in Garden Pavilions,In Thanjavur: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_5cdb015a,trp_4c87ad6d,Kolkata plan v1,1,0,agent,19950.00,INR,1065,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kolkata River Expedition & Nature Wilderness Trek,"In Kolkata: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_89bb9f79,trp_4c87ad6d,Kolkata plan v2,2,0,ai_planner,18400.00,INR,1110,11.3,,active,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kolkata Campfire Astronomy & Stargazing Session,In Kolkata: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_c9ac3e67,trp_4c87ad6d,Kolkata plan v3,3,1,agent,18900.00,INR,1350,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kolkata Sunrise Ridge Hike & Panoramic Viewpoint,In Kolkata: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_f28ca5bf,trp_e5fcba16,Pune plan v1,1,1,user,19800.00,INR,1485,12.5,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pune Old Town Heritage Bazaar & Artisan Lane,"In Pune: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_6fcfffa7,trp_64726e5f,Tirupati plan v1,1,1,agent,29000.00,INR,1020,13.7,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Tirupati Traditional Folk Performance & Heritage Feast,In Tirupati: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_372d9ba9,trp_e9978e3e,Panaji plan v1,1,1,optimizer,21350.00,INR,1140,11.3,,active,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Panaji Historic Citadel & Royal Palace Morning Tour,"In Panaji: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_af12851b,trp_4507663e,Jaisalmer plan v1,1,1,ai_planner,9450.00,INR,705,7.7,,active,2026-06-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jaisalmer Ayurvedic Herbal Therapy & Botanical Walk,In Jaisalmer: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_3d957ffe,trp_7b77aa24,Visakhapatnam plan v1,1,1,ai_planner,24300.00,INR,1305,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Visakhapatnam Bustling Night Bazaar & Budget Food Street,In Visakhapatnam: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_1ba926a0,trp_087633e3,Lucknow plan v1,1,1,optimizer,22000.00,INR,1290,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Lucknow Historic Citadel & Royal Palace Morning Tour,"In Lucknow: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_b57b0ea1,trp_3e263e75,Kathmandu plan v1,1,1,optimizer,28820.00,INR,1110,12.5,,active,2026-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kathmandu Fine Dining Luncheon & Vintage High Tea,In Kathmandu: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_1db13320,trp_f0bbd941,Jaisalmer plan v1,1,1,user,17200.00,INR,855,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Jaisalmer Traditional Folk Performance & Heritage Feast,In Jaisalmer: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_ea0cbe56,trp_03ebe095,Manali plan v1,1,0,ai_planner,1150.00,INR,900,8.4,,active,2026-06-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Manali Dawn Meditation & Pranayama in Garden Pavilions,In Manali: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_66ac5e7a,trp_03ebe095,Manali plan v2,2,1,user,8800.00,INR,960,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Manali Ayurvedic Herbal Therapy & Botanical Walk,In Manali: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_ddf75683,trp_e5ff1490,Thimphu plan v1,1,0,agent,18400.00,INR,1065,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Thimphu Exclusive Sunset Cruise & Chef's Degustation,In Thimphu: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_e937b578,trp_e5ff1490,Thimphu plan v2,2,1,user,24500.00,INR,1260,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thimphu Private Chauffeur Landmark & Palace Tour,In Thimphu: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_0384eafe,trp_c31653d2,Gokarna plan v1,1,1,ai_planner,14500.00,INR,1620,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Gokarna Ayurvedic Herbal Therapy & Botanical Walk,In Gokarna: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_0db0893c,trp_ebe52e65,Pune plan v1,1,1,ai_planner,22250.00,INR,1785,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pune Tranquil Waterfront Sunset & Sound Bath,In Pune: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_b90a5f91,trp_95715c8a,Aurangabad plan v1,1,1,optimizer,18550.00,INR,1305,12.5,,active,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Aurangabad Self-Guided Architectural Walking Trail,"In Aurangabad: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
