landmark_id,city_id,name,kind,lat,lng,description
lmk_0308,cty_c07454f1,Jaipur Cultural Craft Lane,bazaar,26.860069,75.763902,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0309,cty_c07454f1,Jaipur Botanical Leisure Garden,park,26.863184,75.762453,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0310,cty_c07454f1,Jaipur District Metro Link,transit_hub,26.90498,75.730507,Rapid transit access within a 5-minute walk of Hillview Regency Suites.
lmk_0311,cty_c07454f1,Jaipur Cultural Craft Lane,bazaar,26.906022,75.717667,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0312,cty_c07454f1,Jaipur Botanical Leisure Garden,park,26.891406,75.730084,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0313,cty_c07454f1,Jaipur District Metro Link,transit_hub,26.932191,75.818049,Rapid transit access within a 5-minute walk of Garden Orchard Homestay.
lmk_0314,cty_c07454f1,Jaipur Cultural Craft Lane,bazaar,26.934436,75.80521,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0315,cty_c07454f1,Jaipur Botanical Leisure Garden,park,26.929857,75.817923,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0316,cty_c07454f1,Jaipur District Metro Link,transit_hub,26.958541,75.735423,Rapid transit access within a 5-minute walk of Villa Meadows Homestay.
lmk_0317,cty_c07454f1,Jaipur Cultural Craft Lane,bazaar,26.964404,75.748177,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0318,cty_c07454f1,Jaipur Botanical Leisure Garden,park,26.969278,75.748894,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0319,cty_c07454f1,Jaipur District Metro Link,transit_hub,26.862592,75.766292,Rapid transit access within a 5-minute walk of Riverside Kothi Inn.
lmk_0320,cty_c07454f1,Jaipur Cultural Craft Lane,bazaar,26.873868,75.770785,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0321,cty_c07454f1,Jaipur Botanical Leisure Garden,park,26.858971,75.775516,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0322,cty_5d572c8a,Udaipur District Metro Link,transit_hub,24.574127,73.774769,Rapid transit access within a 5-minute walk of Lake Bungalow by the Lake.
lmk_0323,cty_5d572c8a,Udaipur Cultural Craft Lane,bazaar,24.571924,73.782277,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0324,cty_5d572c8a,Udaipur Botanical Leisure Garden,park,24.56683,73.779069,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0325,cty_5d572c8a,Udaipur District Metro Link,transit_hub,24.519991,73.779637,Rapid transit access within a 5-minute walk of Garden Kothi & Spa.
lmk_0326,cty_5d572c8a,Udaipur Cultural Craft Lane,bazaar,24.523826,73.768053,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0327,cty_5d572c8a,Udaipur Botanical Leisure Garden,park,24.534838,73.779018,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0328,cty_5d572c8a,Udaipur District Metro Link,transit_hub,24.595998,73.752302,Rapid transit access within a 5-minute walk of Riverside Sanctuary Inn.
lmk_0329,cty_5d572c8a,Udaipur Cultural Craft Lane,bazaar,24.605916,73.757446,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0330,cty_5d572c8a,Udaipur Botanical Leisure Garden,park,24.595729,73.771562,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0331,cty_5d572c8a,Udaipur District Metro Link,transit_hub,24.612523,73.682287,Rapid transit access within a 5-minute walk of Indigo Orchard Inn.
lmk_0332,cty_5d572c8a,Udaipur Cultural Craft Lane,bazaar,24.614956,73.679298,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0333,cty_5d572c8a,Udaipur Botanical Leisure Garden,park,24.622232,73.688197,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0334,cty_5d572c8a,Udaipur District Metro Link,transit_hub,24.582049,73.722086,Rapid transit access within a 5-minute walk of Casa Manor Inn.
lmk_0335,cty_5d572c8a,Udaipur Cultural Craft Lane,bazaar,24.582262,73.707481,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0336,cty_5d572c8a,Udaipur Botanical Leisure Garden,park,24.575378,73.708074,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0337,cty_076e8e86,Jodhpur District Metro Link,transit_hub,26.242197,72.991404,Rapid transit access within a 5-minute walk of Grand Regency Inn.
lmk_0338,cty_076e8e86,Jodhpur Cultural Craft Lane,bazaar,26.246478,72.981689,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0339,cty_076e8e86,Jodhpur Botanical Leisure Garden,park,26.250173,72.982003,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0340,cty_076e8e86,Jodhpur District Metro Link,transit_hub,26.27756,72.99154,Rapid transit access within a 5-minute walk of Garden Palms Boutique Stay.
lmk_0341,cty_076e8e86,Jodhpur Cultural Craft Lane,bazaar,26.270822,72.994204,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0342,cty_076e8e86,Jodhpur Botanical Leisure Garden,park,26.285593,72.993351,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0343,cty_076e8e86,Jodhpur District Metro Link,transit_hub,26.289385,73.075539,Rapid transit access within a 5-minute walk of Casa Niwas & Spa.
lmk_0344,cty_076e8e86,Jodhpur Cultural Craft Lane,bazaar,26.285425,73.063906,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0345,cty_076e8e86,Jodhpur Botanical Leisure Garden,park,26.287424,73.083614,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0346,cty_076e8e86,Jodhpur District Metro Link,transit_hub,26.261129,73.005255,Rapid transit access within a 5-minute walk of Hillview Niwas Resort.
lmk_0347,cty_076e8e86,Jodhpur Cultural Craft Lane,bazaar,26.255886,72.99504,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0348,cty_076e8e86,Jodhpur Botanical Leisure Garden,park,26.251807,73.014974,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0349,cty_076e8e86,Jodhpur District Metro Link,transit_hub,26.232445,73.079316,Rapid transit access within a 5-minute walk of Royal Nest & Spa.
lmk_0350,cty_076e8e86,Jodhpur Cultural Craft Lane,bazaar,26.238942,73.070269,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0351,cty_076e8e86,Jodhpur Botanical Leisure Garden,park,26.228148,73.076668,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0352,cty_10cbee86,Jaisalmer District Metro Link,transit_hub,26.864285,70.949896,Rapid transit access within a 5-minute walk of Indigo Verandah Homestay.
lmk_0353,cty_10cbee86,Jaisalmer Cultural Craft Lane,bazaar,26.86607,70.937551,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0354,cty_10cbee86,Jaisalmer Botanical Leisure Garden,park,26.866121,70.934931,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0355,cty_10cbee86,Jaisalmer District Metro Link,transit_hub,26.905201,70.93119,Rapid transit access within a 5-minute walk of Hillview Nest Inn.
lmk_0356,cty_10cbee86,Jaisalmer Cultural Craft Lane,bazaar,26.9065,70.923307,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0357,cty_10cbee86,Jaisalmer Botanical Leisure Garden,park,26.899779,70.938081,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0358,cty_10cbee86,Jaisalmer District Metro Link,transit_hub,26.894267,70.864213,Rapid transit access within a 5-minute walk of Indigo Ghat House Boutique Stay.
lmk_0359,cty_10cbee86,Jaisalmer Cultural Craft Lane,bazaar,26.899705,70.869417,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0360,cty_10cbee86,Jaisalmer Botanical Leisure Garden,park,26.891655,70.855503,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0361,cty_10cbee86,Jaisalmer District Metro Link,transit_hub,26.887695,70.833849,Rapid transit access within a 5-minute walk of Royal Terraces & Spa.
lmk_0362,cty_10cbee86,Jaisalmer Cultural Craft Lane,bazaar,26.895457,70.844063,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0363,cty_10cbee86,Jaisalmer Botanical Leisure Garden,park,26.901461,70.838575,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0364,cty_10cbee86,Jaisalmer District Metro Link,transit_hub,26.923899,70.91692,Rapid transit access within a 5-minute walk of Amber Mahal Inn.
lmk_0365,cty_10cbee86,Jaisalmer Cultural Craft Lane,bazaar,26.930355,70.92994,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0366,cty_10cbee86,Jaisalmer Botanical Leisure Garden,park,26.916231,70.922827,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0367,cty_b43cdd57,Agra District Metro Link,transit_hub,27.210368,77.944986,Rapid transit access within a 5-minute walk of Palm Palms Homestay.
lmk_0368,cty_b43cdd57,Agra Cultural Craft Lane,bazaar,27.20569,77.956137,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0369,cty_b43cdd57,Agra Botanical Leisure Garden,park,27.21387,77.945923,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0370,cty_b43cdd57,Agra District Metro Link,transit_hub,27.182304,78.009355,Rapid transit access within a 5-minute walk of Amber Retreat Homestay.
lmk_0371,cty_b43cdd57,Agra Cultural Craft Lane,bazaar,27.177157,78.003166,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0372,cty_b43cdd57,Agra Botanical Leisure Garden,park,27.182316,78.00299,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0373,cty_b43cdd57,Agra District Metro Link,transit_hub,27.236346,77.948554,Rapid transit access within a 5-minute walk of Royal Terraces Suites.
lmk_0374,cty_b43cdd57,Agra Cultural Craft Lane,bazaar,27.234179,77.935318,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0375,cty_b43cdd57,Agra Botanical Leisure Garden,park,27.245283,77.947454,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0376,cty_b43cdd57,Agra District Metro Link,transit_hub,27.164724,78.026356,Rapid transit access within a 5-minute walk of Hillview Bagh Suites.
lmk_0377,cty_b43cdd57,Agra Cultural Craft Lane,bazaar,27.160375,78.011243,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0378,cty_b43cdd57,Agra Botanical Leisure Garden,park,27.167738,78.02823,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0379,cty_b43cdd57,Agra District Metro Link,transit_hub,27.190415,77.993795,Rapid transit access within a 5-minute walk of Lake Palms Inn.
lmk_0380,cty_b43cdd57,Agra Cultural Craft Lane,bazaar,27.19266,77.988517,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0381,cty_b43cdd57,Agra Botanical Leisure Garden,park,27.176687,77.995107,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0382,cty_c97e6cd5,Varanasi District Metro Link,transit_hub,25.302042,83.04229,Rapid transit access within a 5-minute walk of The Haveli Inn.
lmk_0383,cty_c97e6cd5,Varanasi Cultural Craft Lane,bazaar,25.291503,83.038047,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0384,cty_c97e6cd5,Varanasi Botanical Leisure Garden,park,25.294465,83.047178,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0385,cty_c97e6cd5,Varanasi District Metro Link,transit_hub,25.27265,82.978926,Rapid transit access within a 5-minute walk of Royal Sanctuary Suites.
lmk_0386,cty_c97e6cd5,Varanasi Cultural Craft Lane,bazaar,25.278088,82.984058,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0387,cty_c97e6cd5,Varanasi Botanical Leisure Garden,park,25.270038,82.970335,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0388,cty_c97e6cd5,Varanasi District Metro Link,transit_hub,25.324822,82.964613,Rapid transit access within a 5-minute walk of Amber Orchard Suites.
lmk_0389,cty_c97e6cd5,Varanasi Cultural Craft Lane,bazaar,25.328287,82.963356,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0390,cty_c97e6cd5,Varanasi Botanical Leisure Garden,park,25.312138,82.963846,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0391,cty_c97e6cd5,Varanasi District Metro Link,transit_hub,25.366717,83.024255,Rapid transit access within a 5-minute walk of Indigo Meadows Boutique Stay.
lmk_0392,cty_c97e6cd5,Varanasi Cultural Craft Lane,bazaar,25.373262,83.014944,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0393,cty_c97e6cd5,Varanasi Botanical Leisure Garden,park,25.367642,83.010504,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0394,cty_c97e6cd5,Varanasi District Metro Link,transit_hub,25.370811,82.94695,Rapid transit access within a 5-minute walk of Hillview Nest Boutique Stay.
lmk_0395,cty_c97e6cd5,Varanasi Cultural Craft Lane,bazaar,25.368421,82.939493,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0396,cty_c97e6cd5,Varanasi Botanical Leisure Garden,park,25.381874,82.936514,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0397,cty_5698a7ab,Lucknow District Metro Link,transit_hub,26.816441,80.968347,Rapid transit access within a 5-minute walk of Amber Sanctuary Homestay.
lmk_0398,cty_5698a7ab,Lucknow Cultural Craft Lane,bazaar,26.814008,80.971391,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0399,cty_5698a7ab,Lucknow Botanical Leisure Garden,park,26.807811,80.962305,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0400,cty_5698a7ab,Lucknow District Metro Link,transit_hub,26.886051,80.982862,Rapid transit access within a 5-minute walk of Royal Sanctuary Suites  .
lmk_0401,cty_5698a7ab,Lucknow Cultural Craft Lane,bazaar,26.887044,80.985535,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0402,cty_5698a7ab,Lucknow Botanical Leisure Garden,park,26.877982,80.990798,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0403,cty_5698a7ab,Lucknow District Metro Link,transit_hub,26.902019,80.993533,Rapid transit access within a 5-minute walk of Hotel Kothi by the Lake.
lmk_0404,cty_5698a7ab,Lucknow Cultural Craft Lane,bazaar,26.904072,80.995292,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0405,cty_5698a7ab,Lucknow Botanical Leisure Garden,park,26.891417,80.984032,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0406,cty_5698a7ab,Lucknow District Metro Link,transit_hub,26.80218,80.959037,Rapid transit access within a 5-minute walk of Villa Mahal Suites.
lmk_0407,cty_5698a7ab,Lucknow Cultural Craft Lane,bazaar,26.812617,80.953634,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0408,cty_5698a7ab,Lucknow Botanical Leisure Garden,park,26.796672,80.946223,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0409,cty_5698a7ab,Lucknow District Metro Link,transit_hub,26.845555,80.98893,Rapid transit access within a 5-minute walk of Hillview Niwas by the Lake.
lmk_0410,cty_5698a7ab,Lucknow Cultural Craft Lane,bazaar,26.839612,80.984874,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0411,cty_5698a7ab,Lucknow Botanical Leisure Garden,park,26.851419,80.994858,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0412,cty_0b92e2e7,New Delhi District Metro Link,transit_hub,28.617208,77.266843,Rapid transit access within a 5-minute walk of Villa Haveli & Spa.
lmk_0413,cty_0b92e2e7,New Delhi Cultural Craft Lane,bazaar,28.611703,77.272707,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0414,cty_0b92e2e7,New Delhi Botanical Leisure Garden,park,28.627901,77.279875,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0415,cty_0b92e2e7,New Delhi District Metro Link,transit_hub,28.662042,77.234908,Rapid transit access within a 5-minute walk of Heritage Mahal & Spa.
lmk_0416,cty_0b92e2e7,New Delhi Cultural Craft Lane,bazaar,28.664606,77.237936,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0417,cty_0b92e2e7,New Delhi Botanical Leisure Garden,park,28.673925,77.220359,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0418,cty_0b92e2e7,New Delhi District Metro Link,transit_hub,28.619351,77.216428,Rapid transit access within a 5-minute walk of Hotel Regency Boutique Stay.
lmk_0419,cty_0b92e2e7,New Delhi Cultural Craft Lane,bazaar,28.614108,77.205992,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0420,cty_0b92e2e7,New Delhi Botanical Leisure Garden,park,28.610029,77.226357,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0421,cty_0b92e2e7,New Delhi District Metro Link,transit_hub,28.590082,77.211566,Rapid transit access within a 5-minute walk of Lake Bungalow & Spa.
lmk_0422,cty_0b92e2e7,New Delhi Cultural Craft Lane,bazaar,28.583976,77.215366,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0423,cty_0b92e2e7,New Delhi Botanical Leisure Garden,park,28.596557,77.208454,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0424,cty_0b92e2e7,New Delhi District Metro Link,transit_hub,28.611576,77.16672,Rapid transit access within a 5-minute walk of Hillview Palms by the Lake.
lmk_0425,cty_0b92e2e7,New Delhi Cultural Craft Lane,bazaar,28.622065,77.177508,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0426,cty_0b92e2e7,New Delhi Botanical Leisure Garden,park,28.625877,77.175793,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0427,cty_0d062a51,Amritsar District Metro Link,transit_hub,31.589294,74.828448,Rapid transit access within a 5-minute walk of Indigo Terraces Boutique Stay.
lmk_0428,cty_0d062a51,Amritsar Cultural Craft Lane,bazaar,31.597364,74.841236,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0429,cty_0d062a51,Amritsar Botanical Leisure Garden,park,31.599178,74.844574,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0430,cty_0d062a51,Amritsar District Metro Link,transit_hub,31.681612,74.888579,Rapid transit access within a 5-minute walk of Heritage Manor Suites.
lmk_0431,cty_0d062a51,Amritsar Cultural Craft Lane,bazaar,31.68226,74.899962,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0432,cty_0d062a51,Amritsar Botanical Leisure Garden,park,31.692208,74.881858,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0433,cty_0d062a51,Amritsar District Metro Link,transit_hub,31.578098,74.809494,Rapid transit access within a 5-minute walk of Hillview Sarovar Inn.
lmk_0434,cty_0d062a51,Amritsar Cultural Craft Lane,bazaar,31.576749,74.799072,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0435,cty_0d062a51,Amritsar Botanical Leisure Garden,park,31.58943,74.805654,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0436,cty_0d062a51,Amritsar District Metro Link,transit_hub,31.678352,74.854344,Rapid transit access within a 5-minute walk of Grand Retreat Suites.
lmk_0437,cty_0d062a51,Amritsar Cultural Craft Lane,bazaar,31.670222,74.847363,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0438,cty_0d062a51,Amritsar Botanical Leisure Garden,park,31.669488,74.85864,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0439,cty_0d062a51,Amritsar District Metro Link,transit_hub,31.688027,74.901207,Rapid transit access within a 5-minute walk of Villa Palms by the Lake.
lmk_0440,cty_0d062a51,Amritsar Cultural Craft Lane,bazaar,31.686565,74.913616,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0441,cty_0d062a51,Amritsar Botanical Leisure Garden,park,31.679822,74.897238,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0442,cty_32e8e65c,Shimla District Metro Link,transit_hub,31.115439,77.11715,Rapid transit access within a 5-minute walk of Riverside Kothi & Spa.
lmk_0443,cty_32e8e65c,Shimla Cultural Craft Lane,bazaar,31.105753,77.117909,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0444,cty_32e8e65c,Shimla Botanical Leisure Garden,park,31.104149,77.114007,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0445,cty_32e8e65c,Shimla District Metro Link,transit_hub,31.06429,77.127435,Rapid transit access within a 5-minute walk of The Old Verandah Homestay.
lmk_0446,cty_32e8e65c,Shimla Cultural Craft Lane,bazaar,31.069478,77.126964,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0447,cty_32e8e65c,Shimla Botanical Leisure Garden,park,31.055907,77.113125,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0448,cty_32e8e65c,Shimla District Metro Link,transit_hub,31.054328,77.113909,Rapid transit access within a 5-minute walk of Villa Orchard Homestay.
lmk_0449,cty_32e8e65c,Shimla Cultural Craft Lane,bazaar,31.059475,77.120337,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0450,cty_32e8e65c,Shimla Botanical Leisure Garden,park,31.053696,77.12155,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0451,cty_32e8e65c,Shimla District Metro Link,transit_hub,31.153742,77.129423,Rapid transit access within a 5-minute walk of Grand Vihar Homestay.
lmk_0452,cty_32e8e65c,Shimla Cultural Craft Lane,bazaar,31.156698,77.113275,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0453,cty_32e8e65c,Shimla Botanical Leisure Garden,park,31.153487,77.110297,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0454,cty_32e8e65c,Shimla District Metro Link,transit_hub,31.059948,77.180163,Rapid transit access within a 5-minute walk of Garden Bungalow Resort.
lmk_0455,cty_32e8e65c,Shimla Cultural Craft Lane,bazaar,31.054085,77.166893,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0456,cty_32e8e65c,Shimla Botanical Leisure Garden,park,31.049987,77.167023,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0457,cty_9327d518,Manali District Metro Link,transit_hub,32.215213,77.184064,Rapid transit access within a 5-minute walk of Villa Palms Inn.
lmk_0458,cty_9327d518,Manali Cultural Craft Lane,bazaar,32.208667,77.194008,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0459,cty_9327d518,Manali Botanical Leisure Garden,park,32.214529,77.199993,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0460,cty_9327d518,Manali District Metro Link,transit_hub,32.208058,77.170379,Rapid transit access within a 5-minute walk of Riverside Sarovar Homestay.
lmk_0461,cty_9327d518,Manali Cultural Craft Lane,bazaar,32.197569,77.159188,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0462,cty_9327d518,Manali Botanical Leisure Garden,park,32.192771,77.160449,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0463,cty_9327d518,Manali District Metro Link,transit_hub,32.183498,77.21538,Rapid transit access within a 5-minute walk of Indigo Haveli by the Lake.
lmk_0464,cty_9327d518,Manali Cultural Craft Lane,bazaar,32.186952,77.212344,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0465,cty_9327d518,Manali Botanical Leisure Garden,park,32.170947,77.205519,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0466,cty_9327d518,Manali District Metro Link,transit_hub,32.267469,77.252964,Rapid transit access within a 5-minute walk of Heritage Kothi Resort.
lmk_0467,cty_9327d518,Manali Cultural Craft Lane,bazaar,32.274297,77.255568,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0468,cty_9327d518,Manali Botanical Leisure Garden,park,32.265653,77.236321,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0469,cty_9327d518,Manali District Metro Link,transit_hub,32.277047,77.133174,Rapid transit access within a 5-minute walk of Hotel Bungalow Resort.
lmk_0470,cty_9327d518,Manali Cultural Craft Lane,bazaar,32.277955,77.146099,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0471,cty_9327d518,Manali Botanical Leisure Garden,park,32.262708,77.142675,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0472,cty_d35a9652,Rishikesh District Metro Link,transit_hub,30.080404,78.329372,Rapid transit access within a 5-minute walk of Palm Courtyard Heritage.
lmk_0473,cty_d35a9652,Rishikesh Cultural Craft Lane,bazaar,30.074462,78.338767,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0474,cty_d35a9652,Rishikesh Botanical Leisure Garden,park,30.067526,78.323583,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0475,cty_d35a9652,Rishikesh District Metro Link,transit_hub,30.135735,78.246329,Rapid transit access within a 5-minute walk of Grand Ghat House & Spa.
lmk_0476,cty_d35a9652,Rishikesh Cultural Craft Lane,bazaar,30.124973,78.238336,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0477,cty_d35a9652,Rishikesh Botanical Leisure Garden,park,30.140329,78.24625,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0478,cty_d35a9652,Rishikesh District Metro Link,transit_hub,30.132377,78.243124,Rapid transit access within a 5-minute walk of Royal Manor & Spa.
lmk_0479,cty_d35a9652,Rishikesh Cultural Craft Lane,bazaar,30.130182,78.251461,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0480,cty_d35a9652,Rishikesh Botanical Leisure Garden,park,30.127468,78.246385,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0481,cty_d35a9652,Rishikesh District Metro Link,transit_hub,30.091469,78.28449,Rapid transit access within a 5-minute walk of Hillview Niwas by the Lake  .
lmk_0482,cty_d35a9652,Rishikesh Cultural Craft Lane,bazaar,30.086901,78.296628,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0483,cty_d35a9652,Rishikesh Botanical Leisure Garden,park,30.09105,78.276532,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0484,cty_d35a9652,Rishikesh District Metro Link,transit_hub,30.018516,78.24977,Rapid transit access within a 5-minute walk of Palm Haveli & Spa.
lmk_0485,cty_d35a9652,Rishikesh Cultural Craft Lane,bazaar,30.029561,78.247521,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0486,cty_d35a9652,Rishikesh Botanical Leisure Garden,park,30.02624,78.263069,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0487,cty_0d9ab6ff,Nainital District Metro Link,transit_hub,29.424445,79.534406,Rapid transit access within a 5-minute walk of Royal Vihar & Spa.
lmk_0488,cty_0d9ab6ff,Nainital Cultural Craft Lane,bazaar,29.433566,79.540505,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0489,cty_0d9ab6ff,Nainital Botanical Leisure Garden,park,29.432422,79.543415,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0490,cty_0d9ab6ff,Nainital District Metro Link,transit_hub,29.382605,79.413737,Rapid transit access within a 5-minute walk of Heritage Vihar Suites.
lmk_0491,cty_0d9ab6ff,Nainital Cultural Craft Lane,bazaar,29.377207,79.428008,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0492,cty_0d9ab6ff,Nainital Botanical Leisure Garden,park,29.37636,79.430508,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0493,cty_0d9ab6ff,Nainital District Metro Link,transit_hub,29.405393,79.439775,Rapid transit access within a 5-minute walk of Casa Mahal & Spa.
